"submission_id","project_name","description","year_range","reference","open_data","contact1","contact2","site_id","latitude","longitude","datasource","investigators","province_iso_code","tree_id","species","meas_no","meas_date","status","dbh_cm","ht_tot_m","sample_id","sample_type","sample_ht_m","sample_diameter_cm","radius_id","cofecha_id","ring_meas_method","crossdating_visual","crossdating_validation","age_corrected","bark_thickness_mm","radius_inside_cm","dtc_measured_mm","dtc_estimated_mm","rw_ystart","rw_yend","comments","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X004b",49.057549,-123.995199,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X004_101_003","PSEUMEN",,"2020-00-00","Live",49.7,40.7,"X004_101_003","core",,,"X004_101_003",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,23.105,203.95,27.1,1960,2020,,,,,,,,,,,,,,7.17,6.73,6.92,8.51,7.36,6.72,6.52,6.36,6.71,6.74,5.98,3.64,4.33,5.53,5.66,5.64,5.44,3.96,4.09,4.76,5.99,4.32,3.22,2.99,3.37,2.65,2.95,3.12,2.58,2.61,2.93,2.41,2.75,2.82,2.58,2.44,2.57,2.28,1.29,1.41,1.55,1.85,1.93,1.6,1.77,1.84,1.98,1.53,1.71,1.33,1.42,1.49,1.28,1.51,1.31,0.94,0.51,0.59,0.47,0.55,0.74
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X004b",49.057549,-123.995199,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X004_101_004","PSEUMEN",,"2020-00-00","Live",53.5,43.2,"X004_101_004","core",,,"X004_101_004",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,25.532,247.02,8.3,1954,2020,,,,,,,,6.37,5.67,2.2,6.52,5.59,8.34,7.53,6.46,8.17,7.82,5.43,4.62,5.39,4.12,4.37,4.2,4.19,3.24,4.16,4.33,3.8,3.88,3.99,3.29,3.2,3.08,2.97,3.89,2.78,3.04,2.68,1.9,2.67,2.37,2.75,3.41,4.05,3.13,3.59,4.36,3.52,2.74,2.89,3.54,2.75,2.56,2.77,2.95,2.43,2.53,3,3.38,2.98,3.34,2.74,3.08,3.4,2.93,2.7,2.44,2.34,1.86,1.92,1.72,1.44,2.15,3.37
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X004b",49.057549,-123.995199,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X004_101_007","PSEUMEN",,"2020-00-00","Live",50.6,40.6,"X004_101_007","core",,,"X004_101_007",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,21.996,170.96,49,1962,2020,,,,,,,,,,,,,,,,7.63,10.66,8.99,7.71,6.57,5.09,4.58,5.15,5.83,3.76,3.42,4.24,3.67,3.76,4.18,3.56,3.19,2.87,4.15,3.95,3.04,2.47,1.98,2.03,2.58,2.51,2.73,2.25,2.47,1.82,1.91,1.81,1.6,1.09,1.32,1.71,1.57,1.7,1.94,1.81,2.16,1.81,1.79,1.92,1.54,1.65,1.86,1.3,1.62,1.46,1.61,1.51,1.3,0.87,0.79,0.72,1.08,1.06,1.61
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X004b",49.057549,-123.995199,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X004_101_008","PSEUMEN",,"2020-00-00","Live",32.5,29.3,"X004_101_008","core",,,"X004_101_008",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,16.664,129.24,37.4,1964,2020,,,,,,,,,,,,,,,,,,5.87,4.72,6.12,4.7,7.69,4.38,5.54,4.02,4.5,4.52,3.73,3.86,3.35,3.31,2.84,2.46,2.41,2.44,1.79,1.88,1.79,2.11,1.5,1.79,2.85,2.42,3.23,2.53,2.19,3.29,2.91,1.89,0.8,2.06,1.1,1.22,1.21,1.26,1.74,1.33,0.76,0.94,0.82,0.84,0.9,0.93,1.03,0.82,0.78,0.36,0.45,0.32,0.23,0.17,0.15,0.17,0.22
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_001","PSEUMEN",,"2020-00-00","Live",28.8,40.5,"X005_101_001","core",,,"X005_101_001",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,11.103,111.03,,1964,2009,,,,,,,,,,,,,,,,,,2.52,1.54,1.47,1.32,1.07,1.22,1.56,1.42,1.87,2.18,1.83,1.4,1.91,0.44,0.54,1,3.59,4.83,5.71,5.54,5.13,5.38,5.7,6.02,5.39,5.35,4.89,3.6,3.08,3.41,3.14,2.15,1.4,1.14,1.08,1.4,1.05,1.12,1.05,1.21,1,1.18,0.76,1.11,0.64,0.69,,,,,,,,,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_002","PSEUMEN",,"2020-00-00","Live",24.5,40.5,"X005_101_002","core",,,"X005_101_002",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,15.014,112.24,37.9,1960,2016,,,,,,,,,,,,,,3.69,3.1,2.03,2.09,2.16,2.37,2.05,1.57,1.46,1.2,0.94,1.37,1.13,0.89,0.85,0.89,0.93,1.13,1.01,0.73,1.06,1.09,0.48,0.58,0.5,0.42,2.21,3.62,4.23,4.61,4.38,3.71,5.63,6.32,5.01,4.24,3.41,3.1,2.35,2.31,2.61,2.46,2.13,2.03,1.52,1.65,1.22,1.07,0.85,1,0.74,0.89,0.71,0.46,0.57,0.61,0.87,,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_003","PSEUMEN",,"2020-00-00","Live",28.9,44.3,"X005_101_003","core",,,"X005_101_003",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,14.961,149.61,,1979,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.64,0.8,0.6,0.73,0.2,0.34,1.17,4.87,5.11,5.39,6.61,5.31,5.7,6.01,6.74,5.32,5.85,6.24,4.71,3.67,4.1,4.61,4.99,5.77,6.6,6.97,4.82,3.97,3.88,2.98,3.01,2.18,2.18,1.99,2,1.69,2.38,1.88,1.57,1.41,2.21
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_004","PSEUMEN",,"2020-00-00","Live",32.7,49.7,"X005_101_004","core",,,"X005_101_004",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,14.611,146.11,,1967,2020,,,,,,,,,,,,,,,,,,,,,1,1.3,0.94,1.45,1.21,0.88,1.06,1.25,1.15,1.37,0.91,0.65,0.94,2.01,1.91,1.86,2.09,2.34,2.2,5.6,6.77,7.07,6.12,6.39,5.03,4.57,4.29,4.36,3.85,4.13,3.69,2.79,2.56,2.77,2.82,2.67,2.48,2.67,2.68,2.67,2.32,2.48,2.39,3.45,3.26,2.95,2.16,2.27,2.14,2.57,2.06,1.59,1.64,2.33
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_005","PSEUMEN",,"2020-00-00","Live",40.9,52.8,"X005_101_005","core",,,"X005_101_005",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,26.236,247.86,14.5,1957,2020,,,,,,,,,,,1.61,2.23,2.6,4.07,2.59,2.65,1.59,2.05,1.47,1.26,0.69,0.47,0.46,1,1.13,0.78,0.89,1.33,1.56,2.24,1.66,0.96,0.97,2.38,2.45,2.13,3.33,3.45,4.62,7.94,9.43,10.62,9.85,7.98,8.57,7.79,6.22,8.98,7.72,6.78,6.17,5.71,4.37,4.58,5.11,5.12,5.01,4,4.61,4.05,5.09,4.46,3.83,5.14,4,4.05,3.56,3.35,3.01,3.56,3.25,2.77,2.63,3.93
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_006","PSEUMEN",,"2020-00-00","Live",28.6,31.9,"X005_101_006","core",,,"X005_101_006",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,13.125,123.25,8,1966,2018,,,,,,,,,,,,,,,,,,,,0.81,1.07,1.38,1.18,1.56,1.59,1.25,1.83,1.87,1.45,1.95,1.88,0.79,0.86,1.04,1.11,0.91,1.26,2.01,1.74,3.54,4.11,6.05,4.37,6.09,4.41,3.73,3.48,3.58,2.63,3.14,3.11,2.52,2.21,2.44,2.69,2.25,2.03,1.68,2.07,2.2,2.18,2.63,2.19,2.89,1.99,2.8,2.57,2.42,1.91,2.35,1.82,1.63,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005c",49.429902,-124.748515,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_101_007","PSEUMEN",,"2020-00-00","Live",18,29.5,"X005_101_007","core",,,"X005_101_007",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,6.34,63.4,,1968,2019,,,,,,,,,,,,,,,,,,,,,,2.56,1.89,2.54,1.83,1.44,0.94,0.81,0.62,1.06,0.91,0.68,0.8,0.82,0.6,0.65,0.61,0.45,0.45,0.5,0.48,0.43,0.53,0.76,1.87,2.61,2.52,3.26,2.84,3.28,4.13,3.57,2.9,2.6,1.86,2.04,1.44,1.3,0.63,0.36,0.45,0.36,0.19,0.32,0.47,0.2,0.34,0.18,0.15,0.38,0.21,0.23,0.35,
