"submission_id","project_name","description","year_range","reference","open_data","contact1","contact2","site_id","latitude","longitude","datasource","investigators","province_iso_code","tree_id","species","meas_no","meas_date","status","dbh_cm","ht_tot_m","sample_id","sample_type","sample_ht_m","sample_diameter_cm","radius_id","cofecha_id","ring_meas_method","crossdating_visual","crossdating_validation","age_corrected","bark_thickness_mm","radius_inside_cm","dtc_measured_mm","dtc_estimated_mm","rw_ystart","rw_yend","comments","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_001_132","PSEUMEN",,"2020-00-00","Live",33.5,30.2,"X005_001_132","core",,,"X005_001_132",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,14.253,132.53,10,1955,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,4.71,7.25,4.42,4.38,4.07,3.71,4.24,3.61,3.98,2.96,3.09,2.29,2.69,2.44,2.22,2.29,2.12,2.38,2.59,1.66,2.27,1.97,2.14,1.87,2.07,2.2,1.56,2.12,1.81,1.92,1.51,1.44,1.38,1.41,2.09,1.28,1.04,1.19,1.34,1.04,1.08,1.3,1.09,1.34,1.76,1.66,1.09,1.09,0.74,1.06,0.9,1.12,0.91,0.7,0.72,0.95,1.17,1.31,1.14,0.8,0.66,0.59,0.68,0.64,1.16
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_001_141","PSEUMEN",,"2020-00-00","Live",29.2,29.7,"X005_001_141","core",,,"X005_001_141",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,11.951,111.51,8,1954,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,6.45,3.97,7.17,3.36,5.44,4.68,4.6,5.16,5.04,4.36,3.5,3.61,2.44,2.74,2.48,2.27,2.14,2.48,2.65,2.5,1.51,2.08,1.63,1.36,1.46,1.76,1.76,0.95,1.08,0.93,0.78,0.85,0.81,0.68,0.61,0.97,0.78,0.64,0.7,0.61,0.47,0.45,0.53,0.38,0.51,0.51,0.39,0.32,0.42,0.19,0.38,0.32,0.47,0.3,,,,,,,,,,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_001_158","PSEUMEN",,"2020-00-00","Live",38.8,31,"X005_001_158","core",,,"X005_001_158",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,15.794,146.84,11.1,1954,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,4.05,4.16,5.18,3.37,4.29,3.85,3.11,3.64,3.48,3.45,2.73,3.24,2.14,2.69,2.77,2.43,3.07,2.82,3.68,3.3,2.16,3.37,2.33,1.61,1.72,1.21,1.84,1.5,2.46,1.97,1.63,1.85,2.05,1.76,1.44,1.96,1.89,1.36,1.75,2.35,1.48,1.71,2.08,1.35,1.8,1.84,1.61,1.48,1.55,1.23,1.8,1.14,1.57,1.68,0.98,1.64,1.57,1.44,1.23,1,0.85,1.04,0.93,0.87,0.91,1.74
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_001_183","PSEUMEN",,"2020-00-00","Live",24,23.8,"X005_001_183","core",,,"X005_001_183",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,10.805,108.05,,1953,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,5.36,5,3.79,5.69,3.41,3.47,3.98,3.34,3.85,3.56,3.5,2.65,2.69,2.1,2.33,1.95,2.16,2.16,2.07,2.56,2.31,1.44,2.22,1.72,1.27,1.33,1.49,1.55,1.21,1.27,1.49,1.04,1.04,1.21,0.97,0.81,0.89,0.66,0.64,0.83,0.74,0.53,0.47,0.51,0.4,0.49,0.47,0.59,0.53,0.62,0.4,0.55,0.53,0.61,0.96,0.56,0.4,0.53,0.51,0.65,0.43,0.4,0.15,0.13,0.11,0.17,0.18
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_001_192","PSEUMEN",,"2020-00-00","Live",23,24,"X005_001_192","core",,,"X005_001_192",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,9.902,84.52,14.5,1955,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,4.25,4.76,3.46,3.78,3.58,2.65,3.21,2.9,3.46,2.63,3.09,1.74,2.27,1.72,1.91,2.08,1.95,2.29,2.12,1.53,1.93,1.29,0.97,1.57,1.57,1.5,0.96,1.46,0.91,0.76,0.74,0.94,0.91,0.7,1.17,1.02,0.62,0.52,0.77,0.46,0.37,0.45,0.32,0.46,0.54,0.43,0.32,0.38,,,,,,,,,,,,,,,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_006","PSEUMEN",,"2020-00-00","Live",23,21.9,"X005_002_006","core",,,"X005_002_006",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,9.972,82.82,16.9,1955,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,3.93,4.29,2.41,2.48,2.35,2.03,2.98,2.64,2.96,1.97,2.22,1.47,1.76,1.43,1.59,1.92,1.45,2.14,1.91,1.6,1.68,1.23,1,0.97,1.43,1.54,1.06,1.41,1.28,1.18,0.95,0.95,0.95,0.91,1.12,0.89,0.87,0.99,0.9,0.67,0.57,0.62,0.43,0.55,0.7,0.66,0.72,0.58,0.38,0.47,0.42,0.42,0.33,0.3,0.42,0.34,0.36,0.32,0.36,0.2,0.17,0.09,0.11,0.13,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_008","PSEUMEN",,"2020-00-00","Live",33.4,26.4,"X005_002_008","core",,,"X005_002_008",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,12.486,116.66,8.2,1954,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,6.18,4,6.74,3.01,4.35,3.76,3.31,3.89,3.49,4.24,2.44,2.82,1.65,2.44,1.98,2.05,2.08,1.68,2.44,2.47,1.81,2.71,1.92,1.22,1.25,2.03,2.2,1.09,1.36,1.11,1.12,1.36,1.16,1.12,1.08,1.52,1.4,0.96,0.96,1.14,0.99,0.78,0.95,0.69,0.84,0.83,0.71,0.85,0.54,0.52,0.62,0.5,0.55,0.36,0.55,0.47,0.61,0.55,0.7,0.49,0.34,0.36,0.25,0.38,0.3,0.58
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_024","PSEUMEN",,"2020-00-00","Live",29,25,"X005_002_024","core",,,"X005_002_024",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,10.828,108.28,,1953,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,4.47,3.72,2.5,2.88,2.14,2.91,2.43,2.44,3.14,2.98,3.46,2.46,2.81,1.74,1.93,1.86,2.14,2.08,1.6,2.2,2.19,1.34,1.57,1.7,1.29,1.46,2.12,1.61,1.19,1.23,1.29,1.17,1.1,1.48,1.57,0.97,1.5,1.12,0.83,1.12,1.23,0.92,0.93,1.25,0.83,1,1.29,1.21,1.08,1.06,0.71,1.07,0.84,1.1,0.93,0.76,0.87,0.96,0.96,0.96,0.7,0.56,0.39,0.33,0.54,0.48,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_054","PSEUMEN",,"2020-00-00","Live",31.5,26.7,"X005_002_054","core",,,"X005_002_054",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,13.204,122.64,9.4,1954,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26,6.84,5.49,4.23,3.02,4.28,2.96,2.88,3.21,2.99,2.82,2.24,2.39,1.67,2.01,1.88,1.91,2.05,1.91,2.1,2.37,1.61,2.22,1.82,1.64,1.57,2.12,2.16,1.59,1.74,1.74,1.46,1.27,1.23,1.4,1.19,1.89,1.23,1.04,0.81,1.15,0.99,0.79,0.89,0.81,0.89,0.95,1.06,1.1,1.27,0.68,1.14,0.81,1.06,0.93,0.78,0.91,1.02,1.15,1.06,0.89,0.85,0.51,0.4,0.62,0.46,1.23
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_067","PSEUMEN",,"2020-00-00","Live",33,27.4,"X005_002_067","core",,,"X005_002_067",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,13.661,127.11,9.5,1953,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,4.86,5.08,4.31,5.65,3.47,4.23,3.84,3.18,4.85,4.39,3.75,2.82,3.18,1.99,2.18,2.2,2.29,2.01,1.83,2.58,2.25,1.57,2.23,1.72,1.12,1.29,1.66,1.62,1.09,1.38,1.51,1.23,1.08,1.27,1.34,1,1.28,0.92,0.92,1.21,1.13,0.94,0.66,0.55,0.47,0.7,1.17,0.99,1.15,1.43,0.74,1.43,0.89,1.09,0.94,1.08,1.01,0.83,1.09,0.99,0.79,0.88,0.69,0.57,0.66,1.06,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_123","PSEUMEN",,"2020-00-00","Live",20.8,19.7,"X005_002_123","core",,,"X005_002_123",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,7.792,77.92,,1953,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,4.19,3.95,3.03,3.52,2.46,3.01,2.88,2.31,2.52,2.33,2.61,1.93,1.89,1.23,1.63,1.67,1.29,1.35,1.14,1.55,1.78,1.31,1.48,1.04,0.89,0.72,1.02,1,0.97,0.93,0.91,0.91,0.59,0.85,0.85,0.58,0.71,0.57,0.66,0.55,0.57,0.46,0.4,0.4,0.36,0.34,0.47,0.36,0.44,0.4,0.34,0.45,0.42,0.4,0.42,0.45,0.4,0.3,0.28,0.42,0.28,0.3,0.11,0.09,0.11,0.14,0.18
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_129","PSEUMEN",,"2020-00-00","Live",33.5,29.1,"X005_002_129","core",,,"X005_002_129",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,14.346,130.16,13.3,1956,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,5,2.82,3.7,3.11,2.74,3.06,2.87,3.15,2.22,2.6,1.46,1.69,1.89,2.02,2.2,1.94,2.44,2.7,2.07,2.95,2.35,1.59,1.93,2.65,3.02,2.07,2.16,2.01,1.63,1.82,1.84,1.62,1.61,2.11,1.79,1.67,1.94,2.1,1.4,1.17,1.44,1.02,1.42,1.54,1.71,1.7,1.86,1.43,2.07,1.37,1.73,1.28,1.44,1.36,1.4,1.66,1.44,1.37,1.16,1.24,0.96,1.17,1.12,2.38
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_131","PSEUMEN",,"2020-00-00","Live",24.2,24.7,"X005_002_131","core",,,"X005_002_131",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,9.228,78.98,13.3,1958,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,3.17,2.5,2.57,2.93,2.32,3.02,2.08,2.72,1.67,2.03,1.42,1.55,1.68,1.58,2.24,1.62,1.55,1.38,1.45,1.42,1.43,1.92,1.8,1.41,1.66,1.37,1,1.21,1.05,1.07,0.94,1.19,1.1,0.84,0.95,0.81,0.85,0.81,1.03,0.75,0.8,0.97,0.99,0.85,1.02,0.62,0.85,0.7,1,0.83,0.52,0.57,0.8,0.57,0.68,0.85,,,,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_146","PSEUMEN",,"2020-00-00","Live",26,21.5,"X005_002_146","core",,,"X005_002_146",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,11.569,115.69,,1951,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,3.9,6.38,6.05,5.65,4.55,5.19,3.54,4.72,3.98,3.6,4.26,4.04,3.86,3.02,3.31,1.91,2.45,2.57,2.02,2.4,2.4,2.91,2.99,2.44,2.36,1.51,1.19,1.59,1.67,1.02,0.7,1.17,0.75,0.75,0.8,1.17,1.13,0.96,1.28,1.06,0.74,0.51,0.64,0.55,0.23,0.28,0.19,0.36,0.22,0.25,0.24,0.28,0.24,0.28,0.21,0.29,0.22,0.18,0.18,0.18,0.12,0.21,0.11,0.28,,,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_156","PSEUMEN",,"2020-00-00","Live",27,22.2,"X005_002_156","core",,,"X005_002_156",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,10.177,101.77,,1952,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,4.64,3.18,3.27,2.95,3.18,2.29,3.33,2.96,2.75,3.01,2.63,3.05,1.97,1.82,1.21,1.59,1.76,1.65,1.69,1.67,1.95,2.14,1.59,1.86,1.31,1.19,1.17,1.23,1.4,1.27,1.63,1.52,1.27,1.25,1.25,1.04,1.08,1.19,1.02,0.83,0.81,0.8,0.84,0.7,1,0.83,0.74,1.02,1.02,1.02,1.06,0.81,1.15,0.77,0.93,0.76,0.62,0.72,0.9,0.79,0.61,0.57,0.53,0.53,0.36,0.5,0.39,0.47
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_195","PSEUMEN",,"2020-00-00","Live",27,22,"X005_002_195","core",,,"X005_002_195",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,10.733,94.63,12.7,1956,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.34,2.65,3.39,2.43,2.75,3.37,2.95,3.33,2.5,2.62,1.54,2.21,2.06,1.72,1.69,1.93,2.4,2.27,1.58,1.7,1.54,1.46,1.43,1.64,1.52,1.06,1.34,1.13,1.12,1.07,1.07,0.99,0.86,1.2,0.94,0.77,0.96,1.29,0.87,0.92,1.01,0.98,1.04,0.93,1.17,0.88,0.96,0.68,1.1,0.83,0.76,0.78,0.59,0.57,0.57,0.56,0.53,0.45,0.47,0.47,0.47,0.66,0.98,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_197","PSEUMEN",,"2020-00-00","Live",24.7,23.1,"X005_002_197","core",,,"X005_002_197",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,10.149,101.49,,1954,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,5.77,4.12,4.67,2.78,3.29,2.64,2.64,3.11,2.52,3.06,2.18,2.37,1.58,1.74,1.31,1.5,1.61,1.35,1.65,2.04,1.32,1.78,1.55,1.3,1.34,1.46,1.54,1,1.2,1.23,1.1,1.23,1.02,0.92,0.83,1.17,1.06,0.87,1.1,1.34,0.95,0.87,1.06,0.93,0.85,1.06,0.89,0.91,0.83,0.64,0.85,0.59,0.89,0.79,0.87,0.8,0.78,0.76,0.72,0.72,0.51,0.61,0.49,0.6,0.36,0.58
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_002_200","PSEUMEN",,"2020-00-00","Live",32.5,26.5,"X005_002_200","core",,,"X005_002_200",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,12.957,114.67,14.9,1955,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,3.97,4.04,2.9,3.64,3.09,2.7,3.39,3.39,3.81,2.68,3.07,2.25,2.65,2.69,2.58,2.43,2.12,2.88,2.78,2.01,2.57,1.92,1.47,1.62,2.04,2.06,1.21,1.68,1.65,1.38,1.19,1.44,1.25,1.08,1.46,1.1,0.85,1.08,1.29,1,0.72,1.06,0.87,0.8,0.95,0.93,1.19,0.99,0.74,1.15,0.83,0.97,0.87,0.8,0.97,1.04,1.06,1.1,0.83,0.6,0.49,0.43,0.56,0.49,1.02
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_008_010","PSEUMEN",,"2020-00-00","Live",39.4,27.9,"X005_008_010","core",,,"X005_008_010",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,18.953,182.53,7,1953,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,5.63,5.62,4.44,5.54,4.01,4.8,4.04,4.1,4.63,3.95,3.68,3.31,3.43,2.27,2.37,2.18,2.14,2.52,2.54,2.49,2.83,2.83,3.77,2.2,2.5,2.25,3.33,3.47,2.52,2.75,3.24,2.58,2.05,2.18,2.73,2.88,3.51,2.48,3.2,2.67,2.94,2.38,1.72,1.96,1.66,1.7,1.74,2.4,2.26,1.99,1.44,2.46,1.59,2.15,2.04,1.76,1.99,1.78,2.07,1.87,1.32,1.46,2.24,1.6,,,
21,"Douglas-fir retrospective monitoring","Evaluating and optimizing stand selection criteria with retrospective monitoring in fertilized coastal Douglas-fir stands","1919 ; 2020","Hember, R.A.; Axelson, J.N.; Jang, W. Evaluating Coastal Douglas Fir Growth Responses to Nitrogen Application Using Tree Ring Chronologies. Forests 2024, 15, 13. https://doi.org/10.3390/f15010013",TRUE,"Robert.Hember@gov.bc.ca","Jodi.Axelson@gov.bc.ca","X005a",49.41944444,-124.7888889,"others","Hember, R.A.; Axelson, J.N.; Jang, W.","CA-BC","X005_008_101","PSEUMEN",,"2020-00-00","Live",24,23,"X005_008_101","core",,,"X005_008_101",,"CooRecorder",TRUE,"CDENDRO & COFECHA",,,9.962,93.52,6.1,1954,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,6.39,4.07,5.42,3.37,3.85,3.65,2.83,3.17,2.98,2.63,2.1,2.01,1.22,1.48,1.67,1.78,2.07,1.78,1.36,1.14,1.12,1.21,1,0.66,0.85,0.89,1,0.7,0.68,0.89,0.81,1.02,0.96,0.95,0.89,1.29,0.97,0.77,0.71,0.77,0.53,0.49,0.61,0.55,0.7,0.81,0.68,0.66,0.72,0.4,0.57,0.64,0.7,0.53,0.53,0.47,0.49,0.57,0.64,0.7,0.51,0.43,0.35,0.46,0.36,
